Code Number,Code Name,Paper Name,URL,Reason
375,Sugar code,"Gabius, H. J. (2000). “Biological information transfer beyond the genetic code: the sugar code.” Naturwissenschaften 87(3): 108-121.",https://link.springer.com/article/10.1007/s001140050687,no working OA PDF (paywalled or links unreachable)
375,Sugar code,"Gabius, H. J., H. C. Siebert, S. André, J. Jiménez-Barbero and H. Rüdiger (2004). ""Chemical biology of the sugar code."" Chembiochem 5(6): 740-764.",https://chemistry-europe.onlinelibrary.wiley.com/doi/10.1002/cbic.200300753,no working OA PDF (paywalled or links unreachable)
375,Sugar code,"Gabius, H.-J. (2008). Biological Information Transfer Beyond the Genetic Code: The Sugar Code. The Codes of Life: The Rules of Macroevolution. M. Barbieri and J. Hoffmeyer. Dordrecht, Springer Netherlands: 223-246.",https://link.springer.com/chapter/10.1007/978-1-4020-6340-4_10,no working OA PDF (paywalled or links unreachable)
375,Sugar code,"Solís, D., Bovin, N. V., Davis, A. P., Jiménez-Barbero, J., Romero, A., Roy, R., . . . Gabius, H.-J. (2015). A guide into glycosciences: How chemistry, biochemistry and biology cooperate to crack the sugar code. Biochimica et Biophysica Acta (BBA) - General Subjects, 1850(1), 186-235.",https://doi.org/10.1016/j.bbagen.2014.03.016,no working OA PDF (paywalled or links unreachable)
375,Sugar code,"Cerliani, J. P., Blidner, A. G., Toscano, M. A., Croci, D. O., & Rabinovich, G. A. (2017). Translating the Sugar Code into Immune and Vascular Signaling Programs. Trends Biochem Sci, 42(4), 255-273.",https://doi.org/10.1016/j.tibs.2016.11.003,no working OA PDF (paywalled or links unreachable)
375,Sugar code,"Gabius, H. J., M. Cudic, T. Diercks, H. Kaltner, J. Kopitz, K. H. Mayo, P. V. Murphy, S. Oscarson, R. Roy, A. Schedlbauer, S. Toegel and A. Romero (2022). “What is the Sugar Code?” Chembiochem 23(13): e202100327.",https://chemistry-europe.onlinelibrary.wiley.com/doi/full/10.1002/cbic.202100327,no working OA PDF (paywalled or links unreachable)
375,Sugar code,"Cao, W., Hu, F., Li, Y., & Wang, W. (2025) Orthodox vs. Paradox: Supporting the Central Dogma With Sugar Code. Proteomics, n/a(n/a), e70080.",https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.70080,no working OA PDF (paywalled or links unreachable)
375,Sugar code,"Wan, Y. Z., Zheng, X., Zhang, Y., Liu, L., Zhang, B., Wang, T., & Qian, W. (2026). Biomimetic Formation and Tuning of a Cell Surface Heparan Sulfate Network: Approach on Deciphering the Glycosaminoglycans Code. Analytical chemistry, 98(6), 4810-4822.",https://doi.org/10.1021/acs.analchem.5c06749,no working OA PDF (paywalled or links unreachable)
376,Sulfation code,"Habuchi, H., O. Habuchi and K. Kimata (2004). “Sulfation pattern in glycosaminoglycan: does it have a code?” Glycoconj J 21(1-2): 47-52.",https://link.springer.com/article/10.1023/B:GLYC.0000043747.87325.5e,no working OA PDF (paywalled or links unreachable)
376,Sulfation code,"Samsonov, S. A., & Marcisz, M. P. (2025) Decrypting Glycosaminoglycan “sulfation code” with Computational Approaches. In (pp. 1-23). Springer Berlin Heidelberg.",https://doi.org/10.1007/164_2025_741,no working OA PDF (paywalled or links unreachable)
379,Surface code,"Lyu, C. (2025). Respecifying partners: Neural circuits are rewired by manipulating cell surface combinatorial code. Science, 390(6772), 482-483.",https://doi.org/10.1126/science.aeb5128,no working OA PDF (paywalled or links unreachable)
380,Survival code,"Füllgrabe, J., N. Heldring, O. Hermanson and B. Joseph (2014). “Cracking the survival code: autophagy-related histone modifications.” Autophagy 10(4): 556-561.",https://www.tandfonline.com/doi/full/10.4161/auto.27280,no working OA PDF (paywalled or links unreachable)
380,Survival code,"Liu, X., & Ma, Y. (2026). Genomic insights into the survival code of karst plants. Plant Diversity, 48(2), 227-230.",https://doi.org/10.1016/j.pld.2026.02.006,no working OA PDF (paywalled or links unreachable)
381,Synaptic code,"Itzkovitz, S., L. Baruch, E. Shapiro and E. Segal (2008). “Geometric constraints on neuronal connectivity facilitate a concise synaptic adhesive code.” Proc Natl Acad Sci U S A 105(27): 9278- 9283.",https://www.pnas.org/doi/10.1073/pnas.0712207105,no working OA PDF (paywalled or links unreachable)
381,Synaptic code,"Connor, S. A., & Siddiqui, T. J. (2023). Synapse organizers as molecular codes for synaptic plasticity. Trends Neurosci, 46(11), 971-985.",https://doi.org/10.1016/j.tins.2023.08.001,no working OA PDF (paywalled or links unreachable)
381,Synaptic code,"Gershman, S. J. (2023). The molecular memory code and synaptic plasticity: A synthesis. Biosystems, 224, 104825.",https://doi.org/10.1016/j.biosystems.2022.104825,no working OA PDF (paywalled or links unreachable)
381,Synaptic code,"Lorente-Echeverría, B., Daaboul, D., Vandensteen, J., Marcassa, G., Naert, W., Vandenbempt, J., . . . de Wit, J. (2025). A dynamic gene regulatory code drives synaptic development of hippocampal granule cells. Sci Adv, 11(43), eadx5140.",https://doi.org/10.1126/sciadv.adx5140,no working OA PDF (paywalled or links unreachable)
382,TAD code,"Chang, L.-H., Ghosh, S., Papale, A., Miranda, M., Piras, V., Degrouard, J., . . . Noordermeer, D. (2021). A complex CTCF binding code defines TAD boundary structure and function. bioRxiv, 2021.2004.2015.440007.",https://doi.org/10.1101/2021.04.15.440007,no working OA PDF (paywalled or links unreachable)
382,TAD code,"Huang, H., & Wu, Q. (2024). Pushing the TAD boundary: Decoding insulator codes of clustered CTCF sites in 3D genomes. Bioessays, 46(10), 2400121.",https://doi.org/https:/doi.org/10.1002/bies.202400121,no working OA PDF (paywalled or links unreachable)
383,TALE code,"Perez-Quintero, A. L., & Szurek, B. (2019). A Decade Decoded: Spies and Hackers in the History of TAL Effectors Research. Annu Rev Phytopathol, 57, 459-481.",https://www.annualreviews.org/content/journals/10.1146/annurev-phyto-082718-100026,no working OA PDF (paywalled or links unreachable)
386,T-cell code,"Rodrigues, P. M., Sousa, L. G., & Alves, N. L. (2025). Cortical Thymic Epithelial Cells: Key Developers of the Code of T-Cell Selection and TCR Repertoire Diversity. Immunological Reviews, 332(1), e70049.",https://doi.org/10.1111/imr.70049,no working OA PDF (paywalled or links unreachable)
387,Temporal codes,"Cachero, S., Mitletton, M., Beckett, I. R., Marin, E. C., Serratosa Capdevila, L., Gkantia, M., . . . Donà, E. (2026). A Developmental Atlas of the Drosophila Nerve Cord Uncovers a Global Temporal Code for Neuronal Identity. bioRxiv, 2025.2007.2016.664682.",https://doi.org/10.1101/2025.07.16.664682,no working OA PDF (paywalled or links unreachable)
389,Terpene code,"Oldfield, E., & Lin, F.-Y. (2012). Terpene Biosynthesis: Modularity Rules. Angewandte Chemie International Edition, 51(5), 1124-1137.",https://doi.org/https:/doi.org/10.1002/anie.201103110,no working OA PDF (paywalled or links unreachable)
391,Thyroid code,"Bianco, A. C. (2011). Minireview: cracking the metabolic code for thyroid hormone signaling. Endocrinology, 152(9), 3306-3311.",https://doi.org/10.1210/en.2011-1104,no working OA PDF (paywalled or links unreachable)
392,Tight junction code,"Gupta, I. R. and A. K. Ryan (2010). ""Claudins: unlocking the code to tight junction function during embryogenesis and in disease."" Clin Genet 77(4): 314-325.",https://onlinelibrary.wiley.com/doi/10.1111/j.1399-0004.2010.01397.x,no working OA PDF (paywalled or links unreachable)
393,Time code,"Mankin, E. A., F. T. Sparks, B. Slayyeh, R. J. Sutherland, S. Leutgeb and J. K. Leutgeb (2012). ""Neuronal code for extended time in the hippocampus."" Proc Natl Acad Sci U S A 109(47): 19462-19467.",https://www.pnas.org/doi/abs/10.1073/pnas.1214107109,no working OA PDF (paywalled or links unreachable)
393,Time code,"Andres, D. S., D. Cerquetti and M. Merello (2015). ""Neural code alterations and abnormal time patterns in Parkinson's disease."" J Neural Eng 12(2): 026004.",https://iopscience.iop.org/article/10.1088/1741-2560/12/2/026004,no working OA PDF (paywalled or links unreachable)
394,Tissue code,"Boman, B. M., T.-N. Dinh, K. Decker, B. Emerick, S. Modarai, L. Opdenaker, J. Z. Fields, C. Raymond and G. Schleiniger (2023). ""Beyond the Genetic Code: A Tissue Code?"" bioRxiv: 2023.2003.2005.531161.",https://www.biorxiv.org/content/10.1101/2023.03.05.531161v1,no working OA PDF (paywalled or links unreachable)
396,Toll-like receptor codes,"Paré, A. C., Vichas, A., Fincher, C. T., Mirman, Z., Farrell, D. L., Mainieri, A., & Zallen, J. A. (2014). A positional Toll receptor code directs convergent extension in Drosophila. Nature, 515(7528), 523- 527.",https://doi.org/10.1038/nature13953,no working OA PDF (paywalled or links unreachable)
397,Topology code,"Chen, C. (2026). Topology as biological code: information-driven evolution of neighborhood structures in self-organizing cellular systems. Biosystems, 263, 105772.",https://doi.org/10.1016/j.biosystems.2026.105772,no working OA PDF (paywalled or links unreachable)
398,Toxin code,"Chen, Z., S. Zakrzewska, H. S. Hajare, A. Alvarez-Buylla, F. Abderemane-Ali, M. Bogan, D. Ramirez, L. A. O'Connell, J. Du Bois and D. L. Minor, Jr. (2022). ""Definition of a saxitoxin (STX) binding code enables discovery and characterization of the anuran saxiphilin family."" Proc Natl Acad Sci U S A 119(44): e2210114119.",https://www.pnas.org/doi/abs/10.1073/pnas.2210114119,no working OA PDF (paywalled or links unreachable)
400,Transcription factor code,"Kobayashi, A., H. Yamagiwa, H. Hoshino, A. Muto, K. Sato, M. Morita, N. Hayashi, M. Yamamoto and K. Igarashi (2000). ""A combinatorial code for gene expression generated by transcription factor Bach2 and MAZR (MAZ-related factor) through the BTB/POZ domain."" Mol Cell Biol 20(5): 1733-1746.",https://journals.asm.org/doi/10.1128/MCB.20.5.1733-1746.2000,no working OA PDF (paywalled or links unreachable)
400,Transcription factor code,"Pearson, J. C., M. T. Juarez, M. Kim, Drivenes and W. McGinnis (2009). ""Multiple transcription factor codes activate epidermal wound-response genes in Drosophila."" Proceedings of the National Academy of Sciences 106(7): 2224-2229.",https://www.pnas.org/doi/10.1073/pnas.0810219106,no working OA PDF (paywalled or links unreachable)
400,Transcription factor code,"Hester, M. E., Murtha, M. J., Song, S., Rao, M., Miranda, C. J., Meyer, K., . . . Kaspar, B. K. (2011). Rapid and Efficient Generation of Functional Motor Neurons From Human Pluripotent Stem Cells Using Gene Delivered Transcription Factor Codes. Molecular Therapy, 19(10), 1905-1912.",https://doi.org/10.1038/mt.2011.135,no working OA PDF (paywalled or links unreachable)
400,Transcription factor code,"Lavický, J., Lopez, M. G., Chochola, V., Kompaníková, P., Rakultsev, V., Raška, J., . . . Krivanek, J. (2026). Unraveling the Transcription Factor Code of Odontoblast Differentiation. Journal of Dental Research, 105(2), 256-266.",https://doi.org/10.1177/00220345251348148,no working OA PDF (paywalled or links unreachable)
401,Transcriptional codes,"Beato, M. (1985). ""Modulation of gene expression through DNA-binding proteins: is there a regulatory code?"" Haematol Blood Transfus 29: 217-223.",https://link.springer.com/chapter/10.1007/978-3-642-70385-0_49,no working OA PDF (paywalled or links unreachable)
401,Transcriptional codes,"Gillespie, M. N. and G. L. Wilson (2007). ""Bending and breaking the code: dynamic changes in promoter integrity may underlie a new mechanism regulating gene expression."" Am J Physiol Lung Cell Mol Physiol 292(1): L1-3.",https://journals.physiology.org/doi/full/10.1152/ajplung.00275.2006,no working OA PDF (paywalled or links unreachable)
401,Transcriptional codes,"Cohen, E., Z. Zafrir and T. Tuller (2018). ""A code for transcription elongation speed."" RNA Biol 15(1): 81-94.",https://www.tandfonline.com/doi/full/10.1080/15476286.2017.1384118,no working OA PDF (paywalled or links unreachable)
401,Transcriptional codes,"Fan, J., Chaudhri, V. K., Bisht, D., Pease, N. A., Hall, D. R., Gerges, P., . . . Singh, H. (2025). Expanding the DNA Motif Lexicon of the Transcriptional Regulatory Code. bioRxiv.",https://doi.org/10.1101/2025.07.09.662874,no working OA PDF (paywalled or links unreachable)
401,Transcriptional codes,"Stephenson, R., Zhang, Q., & Zhang, Y. J. (2025). Chapter One - Unmasking a hidden code during transcription: A practical strategy to reveal Thr4 phosphorylation in RNA polymerase II. In K. F. Liu (Ed.), Methods in Enzymology (Vol. 725, pp. 3-31). Academic Press.",https://doi.org/10.1016/bs.mie.2025.10.005,no working OA PDF (paywalled or links unreachable)
402,Transfection code,"Reijneveld, J. F., Ruvalcaba, A., Afzal, S., & Suliman, S. (2025). Cracking the Code: Optimizing Ribonucleoprotein Delivery for Gene Editing in Human Myeloid Cells 4298. The Journal of Immunology, 214(Supplement_1).",https://doi.org/10.1093/jimmun/vkaf283.1998,no working OA PDF (paywalled or links unreachable)
403,Translation code,"Ito, K., L. Frolova, A. Seit-Nebi, A. Karamyshev, L. Kisselev and Y. Nakamura (2002). ""Omnipotent decoding potential resides in eukaryotic translation termination factor eRF1 of variant-code organisms and is modulated by the interactions of amino acid sequences within domain 1."" Proc Natl Acad Sci U S A 99(13): 8494-8499.",https://www.pnas.org/doi/10.1073/pnas.142690099,no working OA PDF (paywalled or links unreachable)
403,Translation code,"Kawamoto, N., & Iwasaki, S. (2026). Translating the green code: Ribo-Seq for photosynthetic eukaryotes in focus. The Journal of Biochemistry, 179(3), 163-176.",https://doi.org/10.1093/jb/mvag004,no working OA PDF (paywalled or links unreachable)
405,Transport codes,"Marelli-Berg, F. M., L. Cannella, F. Dazzi and V. Mirenda (2008). ""The highway code of T cell trafficking."" J Pathol 214(2): 179-189.",https://onlinelibrary.wiley.com/doi/10.1002/path.2269,no working OA PDF (paywalled or links unreachable)
405,Transport codes,"Lecona, E. and O. Fernandez-Capetillo (2016). ""A SUMO and ubiquitin code coordinates protein traffic at replication factories."" Bioessays 38(12): 1209-1217.",https://onlinelibrary.wiley.com/doi/10.1002/bies.201600129,no working OA PDF (paywalled or links unreachable)
405,Transport codes,"Nie, C., H. Wang, R. Wang, D. Ginsburg and X. W. Chen (2018). ""Dimeric sorting code for concentrative cargo selection by the COPII coat."" Proc Natl Acad Sci U S A 115(14): E3155-e3162.",https://www.pnas.org/doi/abs/10.1073/pnas.1704639115,no working OA PDF (paywalled or links unreachable)
407,tRNA code,"Sanbonmatsu, K. Y. (2014). Flipping through the genetic code: new developments in discrimination between cognate and near-cognate tRNAs and the effect of antibiotics. J Mol Biol, 426(19), 3197- 3200.",https://doi.org/10.1016/j.jmb.2014.07.005,no working OA PDF (paywalled or links unreachable)
407,tRNA code,"Krutyhołowa, R., Zakrzewski, K., & Glatt, S. (2019). Charging the code - tRNA modification complexes. Curr Opin Struct Biol, 55, 138-146.",https://doi.org/10.1016/j.sbi.2019.03.014,no working OA PDF (paywalled or links unreachable)
407,tRNA code,"Gogoi, J., Bhatnagar, A., Ann, K. J., Pottabathini, S., Singh, R., Mazeed, M., . . . Sankaranarayanan, R. (2022). Switching a conflicted bacterial DTD-tRNA code is essential for the emergence of mitochondria. Sci Adv, 8(2), eabj7307.",https://doi.org/10.1126/sciadv.abj7307,no working OA PDF (paywalled or links unreachable)
408,Tubulin code,"Verhey, K. J. and J. Gaertig (2007). ""The tubulin code."" Cell Cycle 6(17): 2152-2160.",https://www.tandfonline.com/doi/abs/10.4161/cc.6.17.4633,no working OA PDF (paywalled or links unreachable)
408,Tubulin code,"Janke, C. (2014). The tubulin code: Molecular components, readout mechanisms, and functions. Journal of Cell Biology, 206(4), 461-472.",https://doi.org/10.1083/jcb.201406055,no working OA PDF (paywalled or links unreachable)
408,Tubulin code,"Strzyz, P. (2016). Post-translational modifications: Extension of the tubulin code. Nat Rev Mol Cell Biol, 17(10), 609.",https://doi.org/10.1038/nrm.2016.117,no working OA PDF (paywalled or links unreachable)
408,Tubulin code,"Chakraborti, S., K. Natarajan, J. Curiel, C. Janke and J. Liu (2016). ""The emerging role of the tubulin code: From the tubulin molecule to neuronal function and disease."" Cytoskeleton (Hoboken) 73(10): 521-550.",https://onlinelibrary.wiley.com/doi/full/10.1002/cm.21290,no working OA PDF (paywalled or links unreachable)
408,Tubulin code,"Akella, J. S. and M. M. Barr (2021). ""The tubulin code specializes neuronal cilia for extracellular vesicle release."" Dev Neurobiol 81(3): 231-252.",https://onlinelibrary.wiley.com/doi/10.1002/dneu.22787,no working OA PDF (paywalled or links unreachable)
408,Tubulin code,"Gadadhar, S., Hirschmugl, T., & Janke, C. (2023). The tubulin code in mammalian sperm development and function. Semin Cell Dev Biol, 137, 26-37.",https://doi.org/10.1016/j.semcdb.2021.12.003,no working OA PDF (paywalled or links unreachable)
408,Tubulin code,"Kimmerlin, Q., Strassel, C., Eckly, A., & Lanza, F. (2023). The tubulin code in platelet biogenesis. Semin Cell Dev Biol, 137, 63-73.",https://doi.org/10.1016/j.semcdb.2022.01.010,no working OA PDF (paywalled or links unreachable)
408,Tubulin code,"McKenna, E. D., Sarbanes, S. L., Cummings, S. W., & Roll-Mecak, A. (2023). The Tubulin Code, from Molecules to Health and Disease. Annu Rev Cell Dev Biol, 39(Volume 39, 2023), 331-361.",https://doi.org/10.1146/annurev-cellbio-030123-032748,no working OA PDF (paywalled or links unreachable)
408,Tubulin code,"Viar, G. A., Klena, N., Martino, F., Nievergelt, A., & Pigino, G. (2023). The Tubulin Nano-Code: a protofilament-specific pattern of tubulin post-translational modifications regulates ciliary beating mechanics. bioRxiv, 2023.2006.2028.546853.",https://doi.org/10.1101/2023.06.28.546853,no working OA PDF (paywalled or links unreachable)
408,Tubulin code,"Bromley, A., Hammer, N. I., Fortenberry, R. C., & Reinemann, D. N. (2024). Constructing a library of E- hook peptide structures to aid in deciphering the tubulin code. Biophysical Journal, 123(3), 274a.",https://doi.org/10.1016/j.bpj.2023.11.1702,no working OA PDF (paywalled or links unreachable)
408,Tubulin code,"Chen, J., Zehr, E. A., Gruschus, J. M., Szyk, A., Liu, Y., Tanner, M. E., . . . Roll-Mecak, A. (2024). Tubulin code eraser CCP5 binds branch glutamates by substrate deformation. Nature, 631(8022), 905-912.",https://doi.org/10.1038/s41586-024-07699-0,no working OA PDF (paywalled or links unreachable)
408,Tubulin code,"Karpov, P. A., Ozheredov, S. P., Steshenko, A. O., Spivak, S. I., & Blume, Y. B. (2024). Bioinformatical View on the Contribution of MAST/IRE-Dependent Phosphorylation in the Tubulin Code. Cytology and Genetics, 58(3), 202-213.",https://doi.org/10.3103/S0095452724030058,no working OA PDF (paywalled or links unreachable)
408,Tubulin code,"Campbell, J., Vosahlikova, M., Ismail, S., Volnikova, M., Motlova, L., Kudlacova, J., . . . Barinka, C. (2025). Expanding the Tubulin Code: TTLL11 Polyglutamylase Drives Elongation of Primary Tubulin Chains. bioRxiv, 2025.2002.2024.639257.",https://doi.org/10.1101/2025.02.24.639257,no working OA PDF (paywalled or links unreachable)
408,Tubulin code,"Chen, J., Zehr, E. A., Gruschus, J. M., Szyk, A., Liu, Y., Tanner, M. E., . . . Roll-Mecak, A. (2025). BPS2025 - Tubulin code eraser CCP5 binds branch glutamates by substrate deformation. Biophysical Journal, 124(3), 141a.",https://doi.org/10.1016/j.bpj.2024.11.786,no working OA PDF (paywalled or links unreachable)
408,Tubulin code,"Simoes-da-Silva, M. M., & Barisic, M. (2025). How does the tubulin code facilitate directed cell migration? Biochem Soc Trans, 53(01), 337-352.",https://doi.org/10.1042/bst20240841,no working OA PDF (paywalled or links unreachable)
408,Tubulin code,"Campbell, J., & Barinka, C. (2026). C-Terminal Tail Elongation Adds a New Dimension to the Tubulin Code. Cytoskeleton, n/a(n/a).",https://doi.org/10.1002/cm.70088,no working OA PDF (paywalled or links unreachable)
408,Tubulin code,"Planelles-Herrero, V. J., & Derivery, E. (2026). An Orthogonal Way of Writing the Tubulin Code. Cytoskeleton (Hoboken), 83(5), 221-223.",https://doi.org/10.1002/cm.70002,no working OA PDF (paywalled or links unreachable)
409,Tumor microenvironment code,"Jin, J., Cong, J., Lei, S., Zhang, Q., Zhong, X., Su, Y., . . . Yang, J. (2023). Cracking the code: Deciphering the role of the tumor microenvironment in osteosarcoma metastasis. International Immunopharmacology, 121, 110422.",https://doi.org/10.1016/j.intimp.2023.110422,no working OA PDF (paywalled or links unreachable)
409,Tumor microenvironment code,"Yu, S., & Chen, S. (2025). Unraveling the complex code of tumor microenvironment and heterogeneity by comparing multiple primary lung adenocarcinomas and intrapulmonary metastasis: A multidimensional exploration. Journal of Clinical Oncology, 43(16_suppl), e20542-e20542.",https://doi.org/10.1200/JCO.2025.43.16_suppl.e20542,no working OA PDF (paywalled or links unreachable)
411,Ubiquitin code,"Komander, D. and M. Rape (2012). ""The ubiquitin code."" Annu Rev Biochem 81: 203-229.",https://www.annualreviews.org/doi/abs/10.1146/annurev-biochem-060310-170328,no working OA PDF (paywalled or links unreachable)
411,Ubiquitin code,"Chatr-aryamontri, A., van der Sloot, A., & Tyers, M. (2018). At Long Last, a C-Terminal Bookend for the Ubiquitin Code. Molecular Cell, 70(4), 568-571.",https://doi.org/10.1016/j.molcel.2018.05.006,no working OA PDF (paywalled or links unreachable)
411,Ubiquitin code,"Jerabkova, K., & Sumara, I. (2019). Cullin 3, a cellular scripter of the non-proteolytic ubiquitin code. Semin Cell Dev Biol, 93, 100-110.",https://doi.org/10.1016/j.semcdb.2018.12.007,no working OA PDF (paywalled or links unreachable)
411,Ubiquitin code,"Nguyen, K. T., Ju, S., Kim, S.-Y., Lee, C.-S., Lee, C., & Hwang, C.-S. (2022). N-Terminal Modifications of Ubiquitin via Methionine Excision, Deamination, and Arginylation Expand the Ubiquitin Code. Mol Cells, 45(3), 158-167.",https://doi.org/10.14348/molcells.2022.2027,no working OA PDF (paywalled or links unreachable)
411,Ubiquitin code,"Ohtake, F. (2022). Branched ubiquitin code: from basic biology to targeted protein degradation. The Journal of Biochemistry, 171(4), 361-366.",https://doi.org/10.1093/jb/mvac002,no working OA PDF (paywalled or links unreachable)
411,Ubiquitin code,"Dikic, I., & Schulman, B. A. (2023). An expanded lexicon for the ubiquitin code. Nature Reviews Molecular Cell Biology, 24(4), 273-287.",https://doi.org/10.1038/s41580-022-00543-1,no working OA PDF (paywalled or links unreachable)
411,Ubiquitin code,"Rodriguez, M. S. and R. Barrio, Eds. (2023). The Ubiquitin Code. Methods in Molecular Biology (MIMB, Volume 2602), Springer.",https://link.springer.com/book/10.1007/978-1-0716-2859-1,no working OA PDF (paywalled or links unreachable)
411,Ubiquitin code,"Sheng, X., Xia, Z., Yang, H., & Hu, R. (2023). The ubiquitin codes in cellular stress responses. Protein & Cell, 15(3), 157-190.",https://doi.org/10.1093/procel/pwad045,no working OA PDF (paywalled or links unreachable)
411,Ubiquitin code,"Wanka, V., Fottner, M., Cigler, M., & Lang, K. (2024). Genetic Code Expansion Approaches to Decipher the Ubiquitin Code. Chemical Reviews, 124(20), 11544-11584.",https://doi.org/10.1021/acs.chemrev.4c00375,no working OA PDF (paywalled or links unreachable)
411,Ubiquitin code,"Kiss, L., James, L. C., & Schulman, B. A. (2025). UbiREAD deciphers proteasomal degradation code of homotypic and branched K48 and K63 ubiquitin chains. Molecular Cell, 85(7), 1467-1476.e1466.",https://doi.org/10.1016/j.molcel.2025.02.021,no working OA PDF (paywalled or links unreachable)
411,Ubiquitin code,"Shi, Y., Shen, Y., Zhang, X., Zhu, N., Ding, Y., Yuan, Y., & Wang, J. (2025). The ubiquitin code of RAS proteins: Decoding its role in cancer progression. iScience, 28(8).",https://doi.org/10.1016/j.isci.2025.113029,no working OA PDF (paywalled or links unreachable)
411,Ubiquitin code,"Liu, X., Liu, J., Chen, W., Zhang, J., Wei, Y., & Sun, L. (2026). Ubiquitin regulatory code: unraveling tumor cell ferroptosis. Critical Reviews in Oncology/Hematology, 220, 105172.",https://doi.org/10.1016/j.critrevonc.2026.105172,no working OA PDF (paywalled or links unreachable)
411,Ubiquitin code,"Roy, S., Saha, G., Basu, M., & Ghosh, M. K. (2026). Ubiquitin's code: UPS orchestrating DNA repair and genomic stability under genotoxic stress. Mol Cell Biochem.",https://doi.org/10.1007/s11010-026-05498-x,no working OA PDF (paywalled or links unreachable)
411,Ubiquitin code,"Walinda, E., McCarthy-Page, J. R., Iwai, K., & Morimoto, D. (2026). Asymmetry in ubiquitin binding by A20 reveals early recognition features of the ubiquitin code. FEBS Lett, 600(9), 1340-1354.",https://doi.org/10.1002/1873-3468.70337,no working OA PDF (paywalled or links unreachable)
411,Ubiquitin code,"Zheng, Y., Zhang, M., Xie, W., Niu, X., Xu, C., Zhai, H. B., & Huang, H. (2026). Lighting up the linear Ubiquitin Code: A Bioluminescent Sensor for M1-Specific Deubiquitinase Activity and Drug Discovery [10.1039/D5CC07195J]. Chemical Communications, 62, 8765-8768.",https://doi.org/10.1039/D5CC07195J,no working OA PDF (paywalled or links unreachable)
411,Ubiquitin code,"Zhou, Y., Yu, G., & Lu, D. (2026). The ubiquitin code of receptor kinases in plants. J Integr Plant Biol.",https://doi.org/10.1111/jipb.70267,no working OA PDF (paywalled or links unreachable)
413,Ulcer code,"Vera-Sanchez, M., Knot, A., Johnson, C., Imran, H., & Marri, P. (2026). Breaking the ulcer code: a diagnostic surprise in cutaneous lymphoproliferation. The American Journal of the Medical Sciences, 371, S290-S291.",https://doi.org/10.1016/j.amjms.2025.12.471,no working OA PDF (paywalled or links unreachable)
416,Vaccine code,"Akther, F., & Martinez, D. R. (2024). Pre-vax metabolic clues: Cracking the code to a better dengue vaccine. Science Immunology, 9(99), eads7640.",https://doi.org/10.1126/sciimmunol.ads7640,no working OA PDF (paywalled or links unreachable)
417,Vaginal code,"Diamond, M. (1970). ""Intromission pattern and species vaginal code in relation to induction of pseudopregnancy."" Science 169(3949): 995-997.",https://www.science.org/doi/10.1126/science.169.3949.995,no working OA PDF (paywalled or links unreachable)
417,Vaginal code,"Mac Cionnaith, C., Gomez-Perales, E., Ismail, H., Pfaus, J., & Brake, W. (2023). (046) Signalling the Vaginal Code: A Dual Role for Oxytocin in Sexual Partner Preference and Reproduction. The Journal of Sexual Medicine, 20(Supplement_3).",https://doi.org/10.1093/jsxmed/qdad068.042,no working OA PDF (paywalled or links unreachable)
418,Valence code,"Jensen, J., Smith, A. J., Willeit, M., Crawley, A. P., Mikulis, D. J., Vitcu, I., & Kapur, S. (2007). Separate brain regions code for salience vs. valence during reward prediction in humans. Hum Brain Mapp, 28(4), 294-302.",https://doi.org/10.1002/hbm.20274,no working OA PDF (paywalled or links unreachable)
418,Valence code,"Chen, Y., Hou, R., Chen, Z., Lu, J., Chen, S., Xiong, S., . . . Xiao, X. (2025). Cracking the Valence Code: Patterned Facial Kinematics and Neural Signatures of Emotional Expressions in Mice. Advanced Science, 12(42), e17156.",https://doi.org/10.1002/advs.202417156,no working OA PDF (paywalled or links unreachable)
419,Vascular code,"Cybis Pereira, F., Castedo, S. H., Le Meur-Diebolt, S., Ialy-Radio, N., Bhattacharya, S., Ferrier, J., . . . Tanter, M. (2026). A vascular code for speed in the spatial navigation system. Cell Rep, 45(1), 116791.",https://doi.org/10.1016/j.celrep.2025.116791,no working OA PDF (paywalled or links unreachable)
420,V(D)J code,"Schlissel, M. S., Schulz, D., & Vettermann, C. (2009). A histone code for regulating V(D)J recombination. Mol Cell, 34(6), 639-640.",https://doi.org/10.1016/j.molcel.2009.06.004,no working OA PDF (paywalled or links unreachable)
420,V(D)J code,"Chi, X., Y. Li and X. Qiu (2020). “V(D)J recombination, somatic hypermutation and class switch recombination of immunoglobulins: mechanism and regulation.” Immunology 160(3): 233-247.",https://onlinelibrary.wiley.com/doi/10.1111/imm.13176,no working OA PDF (paywalled or links unreachable)
420,V(D)J code,"Hanout-Chuiko, W., Pachakar, S., Foqara, R., Sibony-Benyamini, H., Peretz, S., Edri, N., . . . Maman, Y. (2025). The nonamer code for RAG-mediated recombination in vivo. Nucleic Acids Res, 53(22).",https://doi.org/10.1093/nar/gkaf1298,no working OA PDF (paywalled or links unreachable)
